0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.27133322,0.89989984,6.694194e-07,0.3588501,0.8617846,-0.03082281,0.43525285,0.7777543,-0.043741766,0.4932481,0.7126762,-0.055880707,0.5471451,0.6834892,-0.06749478,0.37472668,0.59120023,-0.013262229,0.39660075,0.47452304,-0.03012125,0.40655738,0.40362763,-0.048182216,0.41324472,0.34251332,-0.061620265,0.3190567,0.57288396,-0.013739504,0.33396643,0.4480686,-0.025106985,0.34175324,0.37184504,-0.039507523,0.34526172,0.3121272,-0.050505713,0.26608407,0.5785219,-0.019081187,0.27073684,0.4622224,-0.030197714,0.2715014,0.39302167,-0.041114848,0.26988378,0.33685264,-0.04891769,0.2152878,0.6050018,-0.02847201,0.21699972,0.5105115,-0.03787197,0.21600805,0.45525444,-0.040369164,0.21553603,0.40730876,-0.041225497
0.43957934,0.8403424,6.9701235e-07,0.5104276,0.7619144,-0.037898004,0.5591054,0.65618294,-0.058727883,0.5969719,0.5709025,-0.07816844,0.6351233,0.5098216,-0.097788624,0.43470585,0.5185918,-0.029068721,0.40852222,0.399418,-0.05375067,0.39075455,0.32961863,-0.07543942,0.37504667,0.26853824,-0.091012,0.3782628,0.53736705,-0.02910988,0.34148768,0.41494906,-0.04967029,0.32014185,0.3404435,-0.06918691,0.30130637,0.28028297,-0.08330017,0.3330572,0.57745326,-0.034027994,0.28828722,0.47125164,-0.053675305,0.25866157,0.40490413,-0.069435276,0.23390742,0.34889638,-0.07960919,0.297619,0.63227487,-0.04310344,0.2592929,0.5472585,-0.060802437,0.23335363,0.4943778,-0.06921618,0.21127497,0.4453799,-0.07344716
0.3348769,0.78731537,8.334538e-07,0.43178886,0.81828034,-0.037191547,0.5335933,0.80221546,-0.05546305,0.6134039,0.77642655,-0.072166786,0.6796888,0.77804667,-0.087955326,0.5376234,0.5923277,-0.024030201,0.61766225,0.51355386,-0.049782578,0.6663027,0.46327263,-0.0723417,0.7059493,0.4190027,-0.08779244,0.49473822,0.5312443,-0.024227893,0.56540173,0.422768,-0.04450033,0.6075894,0.35616514,-0.062656276,0.63817924,0.30310807,-0.075187996,0.44566205,0.4962612,-0.029756246,0.49804568,0.3865866,-0.048955105,0.53087634,0.32049114,-0.062135264,0.5566473,0.26788244,-0.07020475,0.3915552,0.48388863,-0.03947504,0.4309631,0.3936428,-0.055862807,0.45549703,0.33817053,-0.06100931,0.47800186,0.29159915,-0.06256872
0.34981608,0.83638257,3.0785546e-07,0.44076487,0.8290988,-0.018672666,0.5224329,0.7702825,-0.026956802,0.5770195,0.7177327,-0.03822619,0.619723,0.68035996,-0.049866125,0.49574274,0.5505859,0.0033999472,0.52002776,0.43637118,-0.014752836,0.5341394,0.3689275,-0.034184866,0.5478574,0.3119387,-0.04884767,0.45323342,0.5196633,-0.0068853027,0.46553063,0.38006803,-0.022721628,0.47497565,0.29628557,-0.042550374,0.48252732,0.22727421,-0.057214174,0.41188034,0.5133424,-0.021937018,0.4214986,0.38134226,-0.039154295,0.42921743,0.29583517,-0.05485913,0.4352954,0.22278568,-0.06543387,0.3687215,0.5301091,-0.03991988,0.37306917,0.41853428,-0.056189217,0.37802207,0.3486183,-0.06297652,0.3837469,0.28617984,-0.06662112
0.3591537,0.8828842,5.4908463e-07,0.44947872,0.85502875,-0.041780505,0.5172454,0.76365197,-0.058071554,0.5555972,0.65602463,-0.07168313,0.59742445,0.5764705,-0.083043456,0.5121843,0.5787922,-0.016827127,0.5513675,0.4479252,-0.04267321,0.56776065,0.36701363,-0.06602658,0.57797116,0.29728994,-0.0819107,0.4630378,0.54422754,-0.015165925,0.5053971,0.4009228,-0.035997424,0.5267449,0.31016827,-0.056125302,0.5420279,0.23607445,-0.069947965,0.4114571,0.53536326,-0.020174757,0.4509457,0.40042683,-0.04072785,0.47451055,0.31672546,-0.05405745,0.49337548,0.24890986,-0.062306944,0.35420915,0.5490265,-0.02980909,0.3822552,0.4418248,-0.048452888,0.40128163,0.3738649,-0.054090973,0.4188822,0.31476957,-0.05584304
0.34205994,0.83842987,5.783288e-07,0.43237633,0.81809556,-0.04647386,0.5021429,0.73122406,-0.06945074,0.5379514,0.632799,-0.08826223,0.57862204,0.55615264,-0.10681121,0.48355183,0.55421513,-0.051514972,0.5140921,0.41353923,-0.08865424,0.52725244,0.3254786,-0.11524764,0.5365525,0.24943045,-0.13260494,0.4292164,0.52557313,-0.050741192,0.4647283,0.37014872,-0.08430308,0.48537925,0.268599,-0.108298786,0.5024464,0.18420124,-0.12403217,0.37532526,0.52353936,-0.054943334,0.40871373,0.37541446,-0.08616339,0.4298259,0.2832068,-0.10397792,0.44838503,0.20739347,-0.11436818,0.319321,0.5438628,-0.06322738,0.3423835,0.42825693,-0.09203988,0.35987258,0.35310006,-0.10433431,0.37688938,0.2864735,-0.11023492
0.3981825,0.82115996,2.5071543e-07,0.48991504,0.76910925,-0.0075743753,0.53330857,0.66171074,-0.0017696848,0.54340595,0.56690073,0.0039232587,0.54603314,0.49456823,0.01084369,0.4723491,0.541305,0.022655424,0.45862493,0.43598104,0.023130119,0.4478501,0.37753174,0.01726778,0.4384549,0.3338794,0.012907133,0.4221169,0.52853286,0.023377908,0.41134375,0.41625357,0.028062701,0.40571105,0.3545792,0.022633262,0.40222237,0.30726373,0.017560689,0.37377578,0.5291273,0.02103598,0.36979693,0.4215916,0.023504635,0.3696178,0.3658715,0.02061265,0.36939,0.32295728,0.017532406,0.32750726,0.5413822,0.017338386,0.3304158,0.45113093,0.020917697,0.3332765,0.40504128,0.025283413,0.3353703,0.36925992,0.028543416
0.38152662,0.946554,8.1432955e-07,0.50746447,0.90243,-0.05941332,0.6189531,0.7895442,-0.08581631,0.6999108,0.6917384,-0.10920317,0.777642,0.6343091,-0.1305691,0.52297705,0.5084624,-0.030726649,0.5538273,0.3414715,-0.058380958,0.56937677,0.24079111,-0.08609105,0.5808438,0.15294641,-0.10835308,0.44305325,0.48373955,-0.029080398,0.45200634,0.3022496,-0.05216518,0.45520687,0.1925542,-0.07777038,0.45575115,0.10679975,-0.098182075,0.3685102,0.49568874,-0.03630966,0.36577696,0.3207195,-0.062861115,0.3625966,0.21430114,-0.08748609,0.3600877,0.12326449,-0.104979195,0.29696316,0.5406521,-0.050227333,0.26332015,0.3989115,-0.07966775,0.23780301,0.309535,-0.09687127,0.21790466,0.2231746,-0.107475944
0.374328,0.9495058,9.412869e-07,0.49651608,0.89404595,-0.06411334,0.60044247,0.7761482,-0.094184116,0.6768156,0.6688733,-0.120638445,0.750759,0.60514086,-0.14496528,0.50178784,0.49554253,-0.038891323,0.52573645,0.31683064,-0.075025745,0.5341931,0.20653668,-0.10866308,0.53928894,0.10773739,-0.13387693,0.42413604,0.47487307,-0.0362343,0.43680236,0.2890483,-0.06545157,0.44176564,0.17707193,-0.09481585,0.4450241,0.08437294,-0.11690239,0.35006595,0.49183738,-0.042316798,0.34881598,0.31725627,-0.07221351,0.3452509,0.21512681,-0.09395592,0.3418619,0.12851545,-0.10818287,0.27709335,0.5433791,-0.05568436,0.25579858,0.4034258,-0.08390621,0.23832528,0.31508806,-0.09588899,0.22425744,0.23366806,-0.10184883
0.3562339,0.96527445,9.0538697e-07,0.4875043,0.9180979,-0.054982685,0.5983628,0.797585,-0.08052074,0.677728,0.6937535,-0.10391918,0.7536384,0.6361792,-0.1278331,0.49477053,0.51767313,-0.043229163,0.527706,0.33788627,-0.08090679,0.54822075,0.22680277,-0.11441255,0.5643964,0.12871504,-0.13963726,0.40898705,0.4942594,-0.046801846,0.4097104,0.28952628,-0.08066428,0.4115051,0.16355687,-0.11356337,0.41099906,0.061454415,-0.13822053,0.33209765,0.5126241,-0.057672,0.32491705,0.3199077,-0.09164328,0.32151026,0.19167331,-0.12133018,0.3183843,0.08089745,-0.14157325,0.26069164,0.5631718,-0.07434351,0.24693656,0.40236992,-0.10879943,0.23668309,0.2940287,-0.12861095,0.2307525,0.19206658,-0.14061831
